lat,long,time,pm
22.59,88.36,12/1/2023 3:00,85.73282718
22.6,88.37,12/1/2023 3:00,85.26389023
22.6,88.41,12/1/2023 3:00,106.8560484
22.61,88.36,12/1/2023 3:00,87.69726725
22.48,88.34,12/1/2023 4:00,107.0286812
22.48,88.39,12/1/2023 4:00,114.2683598
22.5,88.35,12/1/2023 4:00,109.2308921
22.51,88.36,12/1/2023 4:00,108.204326
22.51,88.37,12/1/2023 4:00,108.3099356
22.54,88.34,12/1/2023 4:00,89.29654685
22.54,88.35,12/1/2023 4:00,89.59187333
22.56,88.35,12/1/2023 4:00,92.31654706
22.56,88.36,12/1/2023 4:00,92.79208875
22.56,88.39,12/1/2023 4:00,107.6878243
22.57,88.42,12/1/2023 4:00,106.8414733
22.58,88.43,12/1/2023 4:00,106.5706787
22.59,88.36,12/1/2023 4:00,87.18723406
22.6,88.37,12/1/2023 4:00,86.77773983
22.6,88.41,12/1/2023 4:00,108.8059133
22.61,88.36,12/1/2023 4:00,89.82347112
22.48,88.34,12/1/2023 5:00,106.4983494
22.48,88.39,12/1/2023 5:00,112.8500747
22.5,88.35,12/1/2023 5:00,109.7554326
22.51,88.36,12/1/2023 5:00,108.3778713
22.51,88.37,12/1/2023 5:00,109.0268705
22.54,88.34,12/1/2023 5:00,96.27227856
22.54,88.35,12/1/2023 5:00,97.24411971
22.56,88.35,12/1/2023 5:00,94.97498438
22.56,88.36,12/1/2023 5:00,95.54393604
22.56,88.39,12/1/2023 5:00,115.0332594
22.57,88.42,12/1/2023 5:00,112.1649127
22.58,88.43,12/1/2023 5:00,113.3886777
22.59,88.36,12/1/2023 5:00,90.38578447
22.6,88.37,12/1/2023 5:00,90.14612655
22.6,88.41,12/1/2023 5:00,115.9315048
22.61,88.36,12/1/2023 5:00,93.56266714
22.48,88.34,12/1/2023 6:00,107.9603827
22.48,88.39,12/1/2023 6:00,114.0373237
22.5,88.35,12/1/2023 6:00,111.1410395
22.51,88.36,12/1/2023 6:00,110.1267393
22.51,88.37,12/1/2023 6:00,108.7544707
22.54,88.34,12/1/2023 6:00,100.4122819
22.54,88.35,12/1/2023 6:00,101.3992196
22.56,88.35,12/1/2023 6:00,97.17645761
22.56,88.36,12/1/2023 6:00,96.09988406
22.56,88.39,12/1/2023 6:00,120.0245445
22.57,88.42,12/1/2023 6:00,116.0654712
22.58,88.43,12/1/2023 6:00,117.3175423
22.59,88.36,12/1/2023 6:00,93.55502625
22.6,88.37,12/1/2023 6:00,92.52751653
22.6,88.41,12/1/2023 6:00,120.1519217
22.61,88.36,12/1/2023 6:00,96.92439008
22.48,88.34,12/1/2023 7:00,109.2966327
22.48,88.39,12/1/2023 7:00,116.4895822
22.5,88.35,12/1/2023 7:00,112.3414205
22.51,88.36,12/1/2023 7:00,110.9808429
22.51,88.37,12/1/2023 7:00,109.0866059
22.54,88.34,12/1/2023 7:00,93.29764116
22.54,88.35,12/1/2023 7:00,92.32202587
22.56,88.35,12/1/2023 7:00,92.65909595
22.56,88.36,12/1/2023 7:00,93.35070718
22.56,88.39,12/1/2023 7:00,117.5190845
22.57,88.42,12/1/2023 7:00,113.9978115
22.58,88.43,12/1/2023 7:00,115.2451649
22.59,88.36,12/1/2023 7:00,89.42061439
22.6,88.37,12/1/2023 7:00,89.05640984
22.6,88.41,12/1/2023 7:00,117.3369823
22.61,88.36,12/1/2023 7:00,88.01191649
22.48,88.34,12/1/2023 8:00,88.69040203
22.48,88.39,12/1/2023 8:00,103.713978
22.5,88.35,12/1/2023 8:00,91.47288704
22.51,88.36,12/1/2023 8:00,90.4934976
22.51,88.37,12/1/2023 8:00,99.14160688
22.54,88.34,12/1/2023 8:00,81.94370669
22.54,88.35,12/1/2023 8:00,82.05787444
22.56,88.35,12/1/2023 8:00,86.14898183
22.56,88.36,12/1/2023 8:00,86.21219868
22.56,88.39,12/1/2023 8:00,102.8739809
22.57,88.42,12/1/2023 8:00,99.6480344
22.58,88.43,12/1/2023 8:00,101.2784631
22.59,88.36,12/1/2023 8:00,81.18959844
22.6,88.37,12/1/2023 8:00,80.75745937
22.6,88.41,12/1/2023 8:00,103.2447902
22.61,88.36,12/1/2023 8:00,81.44907059
22.48,88.34,12/1/2023 9:00,78.06110846
22.48,88.39,12/1/2023 9:00,84.41723574
22.5,88.35,12/1/2023 9:00,79.83778504
22.51,88.36,12/1/2023 9:00,78.87915339
22.51,88.37,12/1/2023 9:00,79.89392848
22.54,88.34,12/1/2023 9:00,76.11614182
22.54,88.35,12/1/2023 9:00,76.48978172
22.56,88.35,12/1/2023 9:00,81.33607074
22.56,88.36,12/1/2023 9:00,81.70121883
22.56,88.39,12/1/2023 9:00,93.53613464
22.57,88.42,12/1/2023 9:00,91.2150383
22.58,88.43,12/1/2023 9:00,91.73681321
22.59,88.36,12/1/2023 9:00,76.04754834
22.6,88.37,12/1/2023 9:00,75.63994118
22.6,88.41,12/1/2023 9:00,94.1937786
22.61,88.36,12/1/2023 9:00,76.12020054
22.48,88.34,12/1/2023 10:00,76.91023367
22.48,88.39,12/1/2023 10:00,79.86546358
22.5,88.35,12/1/2023 10:00,78.72748227
22.51,88.36,12/1/2023 10:00,77.61033671
22.51,88.37,12/1/2023 10:00,76.8282241
22.54,88.34,12/1/2023 10:00,74.74071564
22.54,88.35,12/1/2023 10:00,75.01811496
22.56,88.35,12/1/2023 10:00,79.40153692
22.56,88.36,12/1/2023 10:00,79.58269566
22.56,88.39,12/1/2023 10:00,84.67042115
22.57,88.42,12/1/2023 10:00,82.66163493
22.58,88.43,12/1/2023 10:00,83.31550475
22.59,88.36,12/1/2023 10:00,73.50114
22.6,88.37,12/1/2023 10:00,73.27469157
22.6,88.41,12/1/2023 10:00,84.88932129
22.61,88.36,12/1/2023 10:00,73.32752954
22.48,88.34,12/1/2023 11:00,74.59272094
22.48,88.39,12/1/2023 11:00,76.1583521
22.5,88.35,12/1/2023 11:00,75.93065371
22.51,88.36,12/1/2023 11:00,75.35604084
22.51,88.37,12/1/2023 11:00,74.20712152
22.54,88.34,12/1/2023 11:00,73.59730951
22.54,88.35,12/1/2023 11:00,73.63976859
22.56,88.35,12/1/2023 11:00,78.79284811
22.56,88.36,12/1/2023 11:00,78.67018855
22.56,88.39,12/1/2023 11:00,82.72148481
22.57,88.42,12/1/2023 11:00,79.84275923
22.58,88.43,12/1/2023 11:00,80.34094576
22.59,88.36,12/1/2023 11:00,78.89663697
22.6,88.37,12/1/2023 11:00,70.40984411
22.6,88.41,12/1/2023 11:00,82.21103232
22.61,88.36,12/1/2023 11:00,76.57493363
22.48,88.34,12/1/2023 12:00,73.66519576
22.48,88.39,12/1/2023 12:00,73.15094169
22.5,88.35,12/1/2023 12:00,75.35412358
22.51,88.36,12/1/2023 12:00,74.4190803
22.51,88.37,12/1/2023 12:00,70.65529136
22.54,88.34,12/1/2023 12:00,71.98393466
22.54,88.35,12/1/2023 12:00,72.43022676
22.56,88.35,12/1/2023 12:00,77.91726148
22.56,88.36,12/1/2023 12:00,77.42662323
22.56,88.39,12/1/2023 12:00,78.45669096
22.57,88.42,12/1/2023 12:00,76.02803162
22.58,88.43,12/1/2023 12:00,67.7793314
22.59,88.36,12/1/2023 12:00,69.92527864
22.6,88.37,12/1/2023 12:00,69.13270916
22.6,88.41,12/1/2023 12:00,69.47392044
22.61,88.36,12/1/2023 12:00,69.62806508
22.48,88.34,12/1/2023 13:00,71.31784446
22.48,88.39,12/1/2023 13:00,70.12313169
22.5,88.35,12/1/2023 13:00,73.0690456
22.51,88.36,12/1/2023 13:00,71.94340823
22.51,88.37,12/1/2023 13:00,68.58422595
22.54,88.34,12/1/2023 13:00,69.29319063
22.54,88.35,12/1/2023 13:00,69.07145988
22.56,88.35,12/1/2023 13:00,74.9212989
22.56,88.36,12/1/2023 13:00,74.440096
22.56,88.39,12/1/2023 13:00,72.14500453
22.57,88.42,12/1/2023 13:00,69.34081821
22.58,88.43,12/1/2023 13:00,69.81164223
22.59,88.36,12/1/2023 13:00,67.76029807
22.6,88.37,12/1/2023 13:00,67.57819579
22.6,88.41,12/1/2023 13:00,71.5260455
22.61,88.36,12/1/2023 13:00,67.39137584
22.48,88.34,12/1/2023 14:00,69.15100665
22.48,88.39,12/1/2023 14:00,67.80738801
22.5,88.35,12/1/2023 14:00,70.50120537
22.51,88.36,12/1/2023 14:00,70.15115385
22.51,88.37,12/1/2023 14:00,66.40812546
22.54,88.35,12/1/2023 14:00,67.54448197
22.56,88.35,12/1/2023 14:00,73.32994417
22.56,88.36,12/1/2023 14:00,73.12047938
22.56,88.39,12/1/2023 14:00,72.16685374
22.57,88.42,12/1/2023 14:00,69.93633676
22.58,88.43,12/1/2023 14:00,70.23638093
22.59,88.36,12/1/2023 14:00,66.45593427
22.6,88.37,12/1/2023 14:00,66.40215277
22.6,88.41,12/1/2023 14:00,73.2009682
22.61,88.36,12/1/2023 14:00,66.38328207
22.48,88.34,12/1/2023 15:00,69.61113954
22.48,88.39,12/1/2023 15:00,68.34564338
22.5,88.35,12/1/2023 15:00,70.8707589
22.51,88.36,12/1/2023 15:00,70.80471144
22.51,88.37,12/1/2023 15:00,66.63878839
22.54,88.35,12/1/2023 15:00,69.47136659
22.56,88.35,12/1/2023 15:00,74.67599925
22.56,88.36,12/1/2023 15:00,74.37972923
22.56,88.39,12/1/2023 15:00,72.29597148
22.57,88.42,12/1/2023 15:00,69.64463785
22.58,88.43,12/1/2023 15:00,69.85882032
22.59,88.36,12/1/2023 15:00,68.10876299
22.6,88.37,12/1/2023 15:00,67.48414276
22.6,88.41,12/1/2023 15:00,71.4015002
22.61,88.36,12/1/2023 15:00,67.7219136
22.48,88.34,12/1/2023 16:00,74.70803897
22.48,88.39,12/1/2023 16:00,70.15848124
22.5,88.35,12/1/2023 16:00,75.42889978
22.51,88.36,12/1/2023 16:00,75.54401106
22.51,88.37,12/1/2023 16:00,68.5874953
22.54,88.35,12/1/2023 16:00,73.14583291
22.56,88.35,12/1/2023 16:00,77.14203593
22.56,88.36,12/1/2023 16:00,77.42320939
22.56,88.39,12/1/2023 16:00,75.8736328
22.57,88.42,12/1/2023 16:00,74.22433345
22.59,88.36,12/1/2023 16:00,69.94027217
22.6,88.37,12/1/2023 16:00,69.72514617
22.6,88.41,12/1/2023 16:00,76.43881033
22.61,88.36,12/1/2023 16:00,69.90253077
22.48,88.34,12/1/2023 17:00,78.78797848
22.48,88.39,12/1/2023 17:00,81.1648456
22.5,88.35,12/1/2023 17:00,80.20988587
22.51,88.36,12/1/2023 17:00,81.17229167
22.51,88.37,12/1/2023 17:00,76.21128633
22.54,88.35,12/1/2023 17:00,78.61802189
22.56,88.35,12/1/2023 17:00,81.52010065
22.56,88.36,12/1/2023 17:00,82.19567178
22.56,88.39,12/1/2023 17:00,85.96175061
22.57,88.42,12/1/2023 17:00,79.93633547
22.59,88.36,12/1/2023 17:00,74.98676945
22.6,88.37,12/1/2023 17:00,75.07451821
22.6,88.41,12/1/2023 17:00,81.95455705
22.61,88.36,12/1/2023 17:00,72.92325819
22.48,88.34,12/1/2023 18:00,85.34546092
22.48,88.39,12/1/2023 18:00,95.86039053
22.5,88.35,12/1/2023 18:00,87.82035348
22.51,88.36,12/1/2023 18:00,91.63506588
22.51,88.37,12/1/2023 18:00,88.37343953
22.54,88.35,12/1/2023 18:00,89.01560336
22.56,88.35,12/1/2023 18:00,86.44215334
22.56,88.36,12/1/2023 18:00,88.88307864
22.56,88.39,12/1/2023 18:00,98.12319214
22.57,88.42,12/1/2023 18:00,89.36435582
22.58,88.43,12/1/2023 18:00,88.44629617
22.59,88.36,12/1/2023 18:00,81.11893852
22.6,88.37,12/1/2023 18:00,81.23971101
22.6,88.41,12/1/2023 18:00,90.64662002
22.61,88.36,12/1/2023 18:00,77.06645527
22.48,88.34,12/1/2023 19:00,88.88551763
22.48,88.39,12/1/2023 19:00,96.60546052
22.5,88.35,12/1/2023 19:00,93.18992475
22.51,88.36,12/1/2023 19:00,93.9655106
22.51,88.37,12/1/2023 19:00,90.13752743
22.54,88.35,12/1/2023 19:00,89.81115142
22.56,88.35,12/1/2023 19:00,88.58049978
22.56,88.36,12/1/2023 19:00,89.37306926
22.56,88.39,12/1/2023 19:00,101.0895874
22.57,88.42,12/1/2023 19:00,92.06561776
22.58,88.43,12/1/2023 19:00,91.08905893
22.59,88.36,12/1/2023 19:00,84.4203424
22.6,88.37,12/1/2023 19:00,84.4769545
22.6,88.41,12/1/2023 19:00,93.14313484
22.61,88.36,12/1/2023 19:00,80.04328308
22.48,88.34,12/1/2023 20:00,86.58933252
22.48,88.39,12/1/2023 20:00,96.4656178
22.5,88.35,12/1/2023 20:00,90.69182312
22.51,88.36,12/1/2023 20:00,91.56081895
22.51,88.37,12/1/2023 20:00,91.01575907
22.54,88.35,12/1/2023 20:00,90.46498962
22.56,88.35,12/1/2023 20:00,91.66010691
22.56,88.36,12/1/2023 20:00,91.44498091
22.56,88.39,12/1/2023 20:00,92.08295084
22.57,88.42,12/1/2023 20:00,96.04579825
22.58,88.43,12/1/2023 20:00,88.98343804
22.59,88.36,12/1/2023 20:00,82.39616931
22.6,88.37,12/1/2023 20:00,82.08008505
22.6,88.41,12/1/2023 20:00,90.50252955
22.61,88.36,12/1/2023 20:00,81.63190588
22.48,88.34,12/1/2023 21:00,90.51645526
22.48,88.39,12/1/2023 21:00,99.71289317
22.5,88.35,12/1/2023 21:00,94.50666519
22.51,88.36,12/1/2023 21:00,93.11400739
22.51,88.37,12/1/2023 21:00,96.31333621
22.54,88.35,12/1/2023 21:00,97.17465736
22.56,88.35,12/1/2023 21:00,94.62780409
22.56,88.36,12/1/2023 21:00,92.54259152
22.56,88.39,12/1/2023 21:00,96.47799791
22.57,88.42,12/1/2023 21:00,108.1372611
22.58,88.43,12/1/2023 21:00,94.27295638
22.59,88.36,12/1/2023 21:00,83.6459909
22.6,88.37,12/1/2023 21:00,86.84834903
22.6,88.41,12/1/2023 21:00,95.45143172
22.61,88.36,12/1/2023 21:00,83.08458752
22.48,88.34,12/1/2023 22:00,93.88804333
22.48,88.39,12/1/2023 22:00,94.03023843
22.5,88.35,12/1/2023 22:00,96.86112243
22.51,88.36,12/1/2023 22:00,95.03160787
22.51,88.37,12/1/2023 22:00,90.92412088
22.54,88.35,12/1/2023 22:00,99.9076265
22.56,88.35,12/1/2023 22:00,94.94612013
22.56,88.36,12/1/2023 22:00,95.76416506
22.56,88.39,12/1/2023 22:00,98.23021752
22.57,88.42,12/1/2023 22:00,102.3364823
22.58,88.43,12/1/2023 22:00,96.11103769
22.59,88.36,12/1/2023 22:00,85.56623604
22.6,88.37,12/1/2023 22:00,85.87665909
22.6,88.41,12/1/2023 22:00,98.20285501
22.61,88.36,12/1/2023 22:00,85.24826471
22.48,88.34,12/1/2023 23:00,101.5966146
22.48,88.39,12/1/2023 23:00,104.3361876
22.5,88.35,12/1/2023 23:00,105.4415201
22.51,88.36,12/1/2023 23:00,105.1631773
22.51,88.37,12/1/2023 23:00,101.1102411
22.54,88.34,12/1/2023 23:00,101.8053257
22.54,88.35,12/1/2023 23:00,102.7092323
22.56,88.35,12/1/2023 23:00,97.590536
22.56,88.36,12/1/2023 23:00,97.92549096
22.56,88.39,12/1/2023 23:00,100.2027203
22.57,88.42,12/1/2023 23:00,116.3626459
22.58,88.43,12/1/2023 23:00,97.68442513
22.59,88.36,12/1/2023 23:00,87.02107986
22.6,88.37,12/1/2023 23:00,87.68815918
22.6,88.41,12/1/2023 23:00,100.9717014
22.61,88.36,12/1/2023 23:00,89.269524
22.48,88.34,12/2/2023 0:00,107.6887232
22.48,88.39,12/2/2023 0:00,118.2411035
22.5,88.35,12/2/2023 0:00,111.9384053
22.51,88.36,12/2/2023 0:00,110.7165273
22.51,88.37,12/2/2023 0:00,110.9447466
22.54,88.34,12/2/2023 0:00,103.425999
22.54,88.35,12/2/2023 0:00,104.4563393
22.56,88.35,12/2/2023 0:00,98.06494164
22.56,88.36,12/2/2023 0:00,97.86019453
22.56,88.39,12/2/2023 0:00,110.6014092
22.57,88.42,12/2/2023 0:00,117.3939184
22.58,88.43,12/2/2023 0:00,108.4039159
22.59,88.36,12/2/2023 0:00,89.99600033
22.6,88.37,12/2/2023 0:00,89.13832692
22.6,88.41,12/2/2023 0:00,111.159982
22.61,88.36,12/2/2023 0:00,89.48271723
22.48,88.34,12/2/2023 1:00,108.6246581
22.48,88.39,12/2/2023 1:00,122.8475742
22.5,88.35,12/2/2023 1:00,112.5044744
22.51,88.36,12/2/2023 1:00,110.9297143
22.51,88.37,12/2/2023 1:00,110.6080369
22.54,88.34,12/2/2023 1:00,105.6682057
22.54,88.35,12/2/2023 1:00,106.7749724
22.56,88.35,12/2/2023 1:00,98.47048112
22.56,88.36,12/2/2023 1:00,98.84506455
22.56,88.39,12/2/2023 1:00,115.0725656
22.57,88.42,12/2/2023 1:00,119.6949441
22.58,88.43,12/2/2023 1:00,113.0203768
22.59,88.36,12/2/2023 1:00,90.90279385
22.6,88.37,12/2/2023 1:00,90.16778001
22.6,88.41,12/2/2023 1:00,115.2895787
22.61,88.36,12/2/2023 1:00,91.01413099
22.48,88.34,12/2/2023 2:00,109.0787532
22.48,88.39,12/2/2023 2:00,121.3813615
22.5,88.35,12/2/2023 2:00,113.0491489
22.51,88.36,12/2/2023 2:00,111.2960607
22.51,88.37,12/2/2023 2:00,110.9298232
22.54,88.34,12/2/2023 2:00,107.7509257
22.54,88.35,12/2/2023 2:00,108.4887701
22.56,88.35,12/2/2023 2:00,99.27803108
22.56,88.36,12/2/2023 2:00,99.44692387
22.56,88.39,12/2/2023 2:00,114.5425477
22.57,88.42,12/2/2023 2:00,116.0314461
22.58,88.43,12/2/2023 2:00,112.3676993
22.59,88.36,12/2/2023 2:00,93.36741695
22.6,88.37,12/2/2023 2:00,93.37590876
22.6,88.41,12/2/2023 2:00,114.4963144
22.61,88.36,12/2/2023 2:00,94.88839553
22.48,88.34,12/2/2023 3:00,108.7949284
22.48,88.39,12/2/2023 3:00,118.2874311
22.5,88.35,12/2/2023 3:00,112.5237791
22.51,88.36,12/2/2023 3:00,110.4866868
22.51,88.37,12/2/2023 3:00,110.595733
22.54,88.34,12/2/2023 3:00,105.6007106
22.54,88.35,12/2/2023 3:00,106.2706205
22.56,88.35,12/2/2023 3:00,98.45427798
22.56,88.36,12/2/2023 3:00,98.91283604
22.56,88.39,12/2/2023 3:00,110.5224224
22.57,88.42,12/2/2023 3:00,113.4002045
22.58,88.43,12/2/2023 3:00,108.0531911
22.59,88.36,12/2/2023 3:00,97.72887973
22.6,88.37,12/2/2023 3:00,96.66740275
22.6,88.41,12/2/2023 3:00,112.0235868
22.61,88.36,12/2/2023 3:00,98.25631585
22.48,88.34,12/2/2023 4:00,110.4746431
22.48,88.39,12/2/2023 4:00,113.2892957
22.5,88.35,12/2/2023 4:00,114.7262123
22.51,88.36,12/2/2023 4:00,111.5719744
22.51,88.37,12/2/2023 4:00,111.5975372
22.54,88.34,12/2/2023 4:00,109.1853598
22.54,88.35,12/2/2023 4:00,109.2080046
22.56,88.35,12/2/2023 4:00,99.64341115
22.56,88.36,12/2/2023 4:00,98.95746113
22.56,88.39,12/2/2023 4:00,110.1628529
22.57,88.42,12/2/2023 4:00,106.0009195
22.58,88.43,12/2/2023 4:00,106.834061
22.59,88.36,12/2/2023 4:00,102.9018456
22.6,88.37,12/2/2023 4:00,101.6025977
22.6,88.41,12/2/2023 4:00,110.8516335
22.61,88.36,12/2/2023 4:00,103.5217481
22.48,88.34,12/2/2023 5:00,112.2213363
22.48,88.39,12/2/2023 5:00,114.5882108
22.5,88.35,12/2/2023 5:00,117.9910534
22.51,88.36,12/2/2023 5:00,112.6449836
22.51,88.37,12/2/2023 5:00,112.0755768
22.54,88.34,12/2/2023 5:00,110.5231325
22.54,88.35,12/2/2023 5:00,110.7137265
22.56,88.35,12/2/2023 5:00,102.141715
22.56,88.36,12/2/2023 5:00,100.2989909
22.56,88.39,12/2/2023 5:00,110.3609331
22.57,88.42,12/2/2023 5:00,105.896125
22.58,88.43,12/2/2023 5:00,107.2717992
22.59,88.36,12/2/2023 5:00,108.0219179
22.6,88.37,12/2/2023 5:00,106.3037405
22.6,88.41,12/2/2023 5:00,111.1148176
22.61,88.36,12/2/2023 5:00,108.1219327
22.48,88.34,12/2/2023 6:00,111.2634147
22.48,88.39,12/2/2023 6:00,114.2467628
22.5,88.35,12/2/2023 6:00,114.1534627
22.51,88.36,12/2/2023 6:00,112.3173434
22.51,88.37,12/2/2023 6:00,111.2727402
22.54,88.34,12/2/2023 6:00,102.923508
22.54,88.35,12/2/2023 6:00,102.4470228
22.56,88.35,12/2/2023 6:00,96.72383886
22.56,88.36,12/2/2023 6:00,96.00297805
22.56,88.39,12/2/2023 6:00,111.3499566
22.57,88.42,12/2/2023 6:00,106.8021174
22.58,88.43,12/2/2023 6:00,108.5004806
22.59,88.36,12/2/2023 6:00,99.88650414
22.6,88.37,12/2/2023 6:00,99.33736672
22.6,88.41,12/2/2023 6:00,113.4285644
22.61,88.36,12/2/2023 6:00,101.4169181
22.48,88.34,12/2/2023 7:00,109.1161354
22.48,88.39,12/2/2023 7:00,117.3602664
22.5,88.35,12/2/2023 7:00,113.4913077
22.51,88.36,12/2/2023 7:00,113.1610704
22.51,88.37,12/2/2023 7:00,110.2714872
22.54,88.34,12/2/2023 7:00,91.96289796
22.54,88.35,12/2/2023 7:00,92.79226531
22.56,88.35,12/2/2023 7:00,92.58685357
22.56,88.36,12/2/2023 7:00,94.05216358
22.56,88.39,12/2/2023 7:00,106.9057163
22.57,88.42,12/2/2023 7:00,102.1436947
22.58,88.43,12/2/2023 7:00,104.2855194
22.59,88.36,12/2/2023 7:00,94.69095035
22.6,88.37,12/2/2023 7:00,94.1654013
22.6,88.41,12/2/2023 7:00,109.9240851
22.61,88.36,12/2/2023 7:00,95.78733814
22.48,88.34,12/2/2023 8:00,90.24396639
22.48,88.39,12/2/2023 8:00,102.8931596
22.5,88.35,12/2/2023 8:00,94.78614435
22.51,88.36,12/2/2023 8:00,94.25210349
22.51,88.37,12/2/2023 8:00,96.62619945
22.54,88.34,12/2/2023 8:00,87.14992782
22.54,88.35,12/2/2023 8:00,86.09788618
22.56,88.35,12/2/2023 8:00,88.98145507
22.56,88.36,12/2/2023 8:00,89.6221154
22.56,88.39,12/2/2023 8:00,98.34054996
22.57,88.42,12/2/2023 8:00,93.15110692
22.58,88.43,12/2/2023 8:00,94.93061412
22.59,88.36,12/2/2023 8:00,89.35325472
22.6,88.37,12/2/2023 8:00,88.45312224
22.6,88.41,12/2/2023 8:00,99.44637309
22.61,88.36,12/2/2023 8:00,89.5919691
22.48,88.34,12/2/2023 9:00,84.1285242
22.48,88.39,12/2/2023 9:00,93.9810588
22.5,88.35,12/2/2023 9:00,88.03664658
22.51,88.36,12/2/2023 9:00,88.08004919
22.51,88.37,12/2/2023 9:00,88.20284986
22.54,88.34,12/2/2023 9:00,83.25957969
22.54,88.35,12/2/2023 9:00,85.93072755
22.56,88.35,12/2/2023 9:00,88.72809
22.56,88.36,12/2/2023 9:00,89.39516932
22.56,88.39,12/2/2023 9:00,96.5184809
22.57,88.42,12/2/2023 9:00,91.45075389
22.58,88.43,12/2/2023 9:00,93.14156878
22.59,88.36,12/2/2023 9:00,87.65981615
22.6,88.37,12/2/2023 9:00,87.01632522
22.6,88.41,12/2/2023 9:00,98.47914683
22.61,88.36,12/2/2023 9:00,88.74205091
22.48,88.34,12/2/2023 10:00,86.20586451
22.48,88.39,12/2/2023 10:00,96.80482293
22.5,88.35,12/2/2023 10:00,91.50570116
22.51,88.36,12/2/2023 10:00,91.56608741
22.51,88.37,12/2/2023 10:00,91.54272769
22.54,88.35,12/2/2023 10:00,89.24666025
22.56,88.35,12/2/2023 10:00,92.14615385
22.56,88.36,12/2/2023 10:00,91.89422998
22.56,88.39,12/2/2023 10:00,98.82225627
22.57,88.42,12/2/2023 10:00,92.45245082
22.58,88.43,12/2/2023 10:00,94.11118552
22.59,88.36,12/2/2023 10:00,88.82562148
22.6,88.37,12/2/2023 10:00,88.26044396
22.6,88.41,12/2/2023 10:00,98.73733811
22.61,88.36,12/2/2023 10:00,89.41155678
22.48,88.34,12/2/2023 11:00,80.20717
22.48,88.39,12/2/2023 11:00,86.32032157
22.5,88.35,12/2/2023 11:00,84.32853131
22.51,88.36,12/2/2023 11:00,84.49553702
22.51,88.37,12/2/2023 11:00,80.4770087
22.54,88.35,12/2/2023 11:00,81.97871911
22.56,88.35,12/2/2023 11:00,87.41929638
22.56,88.36,12/2/2023 11:00,86.3096991
22.56,88.39,12/2/2023 11:00,91.55984471
22.57,88.42,12/2/2023 11:00,86.17792052
22.58,88.4,12/2/2023 11:00,90.61630962
